"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27791","TC07 - Verify Employee Claims Approve Action @regression","Regression","Thu Feb 05 19:54:04 UTC 2026","passed","Thu Feb 05 19:54:32 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","14634","TC01 - Verify Login Success and Dashboard Display @regression","Regression","Thu Feb 05 19:53:08 UTC 2026","passed","Thu Feb 05 19:53:22 UTC 2026","SmokeAuthenticationandNavigation","Auth/Smoke_Authentication_and_Navigation.spec.ts","",""
"","48697","TC08 - Verify My Leave Cancel Pending Request @regression","Regression","Thu Feb 05 19:51:41 UTC 2026","failed","Thu Feb 05 19:52:30 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","53353","TC02 - Verify Add Candidate Validation @regression","Regression","Thu Feb 05 19:49:56 UTC 2026","passed","Thu Feb 05 19:50:49 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","45351","TC12 - Verify error when creating a duplicate License @regression","Regression","Thu Feb 05 19:53:36 UTC 2026","passed","Thu Feb 05 19:54:21 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","42549","TC04 - Verify Leave List Filter by Employee @regression","Regression","Thu Feb 05 19:49:27 UTC 2026","passed","Thu Feb 05 19:50:09 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","9724","TC03 - Cleanup Post - Safety Check @regression","Cleanup","Thu Feb 05 19:58:24 UTC 2026","passed","Thu Feb 05 19:58:33 UTC 2026","Buzz Test Cleaning","Clean/Buzz_Cleaning.spec.ts","",""
"","19791","TC08 - Verify Search by User Role Filter @regression","Regression","Thu Feb 05 19:50:34 UTC 2026","failed","Thu Feb 05 19:50:54 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","20636","TC06 - Verify My Trackers Page Display @regression","Regression","Thu Feb 05 19:54:07 UTC 2026","passed","Thu Feb 05 19:54:28 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","46104","TC08 - Verify error when creating a duplicate Education Level @regression","Regression","Thu Feb 05 19:50:54 UTC 2026","failed","Thu Feb 05 19:51:41 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","31372","TC02 - Verify Skill Lifecycle: Create, Edit and Delete @regression","Regression","Thu Feb 05 19:47:44 UTC 2026","failed","Thu Feb 05 19:48:15 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","10597","TC19 - Verify validation error for empty Membership Name @regression","Regression","Thu Feb 05 19:56:44 UTC 2026","passed","Thu Feb 05 19:56:55 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","32438","TC07 - Verify My Leave Filter by Date Range @regression","Regression","Thu Feb 05 19:51:08 UTC 2026","passed","Thu Feb 05 19:51:41 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","14937","TC12 - Verify Project Search by Project Name @regression","Regression","Thu Feb 05 19:51:44 UTC 2026","failed","Thu Feb 05 19:51:59 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","23002","TC03 - Cleanup Vacancy - Senior Java SDET @regression","Cleanup","Thu Feb 05 19:58:43 UTC 2026","passed","Thu Feb 05 19:59:06 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","46201","TC09 - Verify error when creating a duplicate Employment Status @regression","Regression","Thu Feb 05 19:52:29 UTC 2026","failed","Thu Feb 05 19:53:15 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","41231","TC03 - Verify Leave List Filter by Status @regression","Regression","Thu Feb 05 19:48:46 UTC 2026","passed","Thu Feb 05 19:49:27 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","7708","TC11 - Cleanup Membership - IEEE Member @regression","Cleanup","Thu Feb 05 20:00:36 UTC 2026","passed","Thu Feb 05 20:00:44 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","14000","TC04 - Verify Holiday Lifecycle: Create, Verify, Delete @regression","Regression","Thu Feb 05 19:49:31 UTC 2026","failed","Thu Feb 05 19:49:45 UTC 2026","Leave_Configuration_Test","Leave/Leave_Configuration_Test.spec.ts","",""
"","15655","TC09 - Verify Leave Cancel Action @regression","Regression","Thu Feb 05 19:52:18 UTC 2026","failed","Thu Feb 05 19:52:33 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","51267","TC06 - Verify Edit User: Change Status from Enabled to Disabled @regression","Regression","Thu Feb 05 19:49:24 UTC 2026","failed","Thu Feb 05 19:50:15 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","23550","TC05 - Verify Expense Type: Validate Empty Field @regression","Regression","Thu Feb 05 19:54:06 UTC 2026","passed","Thu Feb 05 19:54:29 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","10110","TC01 - Add Leave Entitlement to Employee @foundation","Foundation","Thu Feb 05 19:46:15 UTC 2026","passed","Thu Feb 05 19:46:25 UTC 2026","Leave_Entitlements_Test","Leave/Leave_Entitlements_Test.spec.ts","",""
"","18474","TC04 - Verify Apply Leave Balance Check @regression","Regression","Thu Feb 05 19:49:46 UTC 2026","failed","Thu Feb 05 19:50:05 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","51797","TC01 - Verify Punch Punch In/Out Workflow @regression","Regression","Thu Feb 05 19:48:04 UTC 2026","failed","Thu Feb 05 19:48:56 UTC 2026","Time_Attendance_Test","Time/Time_Attendance_Test.spec.ts","",""
"","50056","TC04 - Verify Customer Edit @regression","Regression","Thu Feb 05 19:47:55 UTC 2026","failed","Thu Feb 05 19:48:45 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","17759","TC01 - Verify About Modal Popup @regression","Regression","Thu Feb 05 19:52:17 UTC 2026","failed","Thu Feb 05 19:52:35 UTC 2026","Dashboard_UserActions_Test","Dashboard/Dashboard_UserActions_Test.spec.ts","",""
"","51748","TC04 - Verify error when creating a duplicate Location Name @regression","Regression","Thu Feb 05 19:49:26 UTC 2026","failed","Thu Feb 05 19:50:18 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","33680","TC01 - Verify Purge Employee Records Search & Delete @regression","Regression","Thu Feb 05 19:52:52 UTC 2026","failed","Thu Feb 05 19:53:26 UTC 2026","Maintenance_PurgeRecords_Test","Maintenance/Maintenance_PurgeRecords_Test.spec.ts","",""
"","15297","TC08 - Verify Modules Page Load and Save @regression","Regression","Thu Feb 05 19:50:22 UTC 2026","failed","Thu Feb 05 19:50:37 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","26667","TC05 - Cleanup Candidate - Failed Candidate @regression","Cleanup","Thu Feb 05 19:59:30 UTC 2026","passed","Thu Feb 05 19:59:57 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","17351","TC02 - Verify Event Lifecycle: Create, Verify @foundation","Foundation","Thu Feb 05 19:45:45 UTC 2026","failed","Thu Feb 05 19:46:02 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","24756","TC14 - Verify updating an existing Job Category @regression","Regression","Thu Feb 05 19:55:28 UTC 2026","passed","Thu Feb 05 19:55:53 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","23477","TC18 - Verify updating an existing Work Shift @regression","Regression","Thu Feb 05 19:56:42 UTC 2026","passed","Thu Feb 05 19:57:06 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","32839","TC13 - Verify Language Lifecycle: Create @regression","Regression","Thu Feb 05 19:54:21 UTC 2026","failed","Thu Feb 05 19:54:54 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","48794","TC08 - Verify Reporting Method Validation & Duplicates @regression","Regression","Thu Feb 05 19:51:02 UTC 2026","failed","Thu Feb 05 19:51:51 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","16527","TC07 - Cleanup Report - QA Employee Audit Report @regression","Cleanup","Thu Feb 05 20:00:11 UTC 2026","failed","Thu Feb 05 20:00:27 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","40784","TC01 - Verify My Timesheet: Add Row, Edit Hours, Save @regression","Regression","Thu Feb 05 19:49:07 UTC 2026","failed","Thu Feb 05 19:49:48 UTC 2026","Time_Timesheets_Test","Time/Time_Timesheets_Test.spec.ts","",""
"","60610","TC05 - Verify Emergency Contact Delete @regression","Regression","Thu Feb 05 19:50:27 UTC 2026","broken","Thu Feb 05 19:51:28 UTC 2026","PIM_EmployeeDetails_Test","PIM/PIM_EmployeeDetails_Test.spec.ts","",""
